q,f_mean,f_std,tau_mean,tau_std
0.0,0.1724523809523809,0.02100643730296181,0.0,0.0
0.1,1.0,0.0,17.96,8.454489931391485
0.2,1.0,0.0,9.92,5.365966828074881
0.30000000000000004,1.0,0.0,6.5,2.947880594596735
0.4,1.0,0.0,4.24,1.335065541462291
0.5,1.0,0.0,3.86,1.5100993344810134
0.6000000000000001,1.0,0.0,3.18,0.9097252332435327
0.7000000000000001,1.0,0.0,2.74,0.8200000000000001
0.8,1.0,0.0,2.6,0.824621125123532
0.9,1.0,0.0,2.14,0.34698703145794946
1.0,1.0,0.0,1.98,0.13999999999999999
