q,f_mean,f_std,tau_mean,tau_std
0.0,0.05118028529753712,0.016233144728651363,0.0,0.0
0.1,1.0,0.0,44.24,15.99944999054655
0.2,1.0,0.0,20.18,6.012287418279336
0.30000000000000004,1.0,0.0,13.64,4.170179852236592
0.4,1.0,0.0,9.86,3.4293439605848817
0.5,1.0,0.0,6.98,1.9338045402780497
0.6000000000000001,1.0,0.0,5.98,1.5683111936092278
0.7000000000000001,1.0,0.0,4.58,1.2975361266646877
0.8,1.0,0.0,3.74,0.9123595782365634
0.9,1.0,0.0,3.2,0.9591663046625438
1.0,1.0,0.0,2.0,0.0
